"Date","Price","Open","High","Low","Vol.","Change %"
"06/27/2024","18.18","17.95","18.28","17.76","3.81M","1.85%"
"06/26/2024","17.85","17.91","17.93","17.69","4.50M","0.56%"
"06/25/2024","17.75","17.65","17.95","17.65","3.30M","0.40%"
"06/24/2024","17.68","17.76","17.98","17.61","4.61M","-0.51%"
"06/23/2024","17.77","17.27","17.92","17.20","2.84M","4.22%"
"06/13/2024","17.05","18.20","18.29","17.05","5.87M","-5.28%"
"06/12/2024","18.00","18.90","18.90","17.91","1.15M","-3.74%"
"06/11/2024","18.70","19.33","19.60","18.70","1.17M","-3.26%"
"06/10/2024","19.33","19.45","19.60","19.10","271.64K","-1.28%"
"06/09/2024","19.58","20.27","20.68","19.01","848.06K","-5.55%"
"06/06/2024","20.73","19.80","20.98","19.50","1.71M","4.84%"
"06/05/2024","19.77","20.20","20.44","19.33","775.46K","-2.13%"
"06/04/2024","20.20","19.33","21.16","19.33","4.06M","2.95%"
"06/03/2024","19.62","19.59","19.62","19.10","620.51K","1.54%"
"06/02/2024","19.33","20.37","20.37","19.28","1.49M","-5.80%"
"05/30/2024","20.52","19.06","20.52","18.64","9.29M","7.39%"
"05/29/2024","19.10","19.22","19.29","18.63","576.38K","0.00%"
"05/28/2024","19.10","18.95","19.14","18.06","644.68K","0.43%"
"05/27/2024","19.02","19.10","19.64","18.99","2.19M","-0.43%"
"05/26/2024","19.10","18.47","19.33","18.43","2.54M","2.92%"
"05/23/2024","18.56","17.86","18.56","17.62","3.45M","5.27%"
"05/22/2024","17.63","17.43","17.99","17.14","2.34M","3.58%"
"05/21/2024","17.02","17.45","17.45","16.91","682.59K","-1.46%"
"05/20/2024","17.28","18.14","18.40","16.75","1.45M","-4.75%"
"05/19/2024","18.14","17.62","18.51","17.33","1.44M","1.67%"
"05/16/2024","17.84","16.99","17.84","16.66","941.49K","4.35%"
"05/15/2024","17.10","16.76","17.10","16.40","476.25K","3.79%"
"05/14/2024","16.47","17.02","17.02","16.47","422.24K","-2.16%"
"05/13/2024","16.84","17.75","17.75","16.38","422.81K","-3.58%"
"05/12/2024","17.46","17.83","17.83","17.10","332.88K","-2.13%"
"05/09/2024","17.84","17.83","17.84","17.30","751.07K","1.87%"
"05/08/2024","17.51","18.47","18.49","17.48","1.50M","-4.42%"
"05/07/2024","18.32","17.91","18.95","17.84","767.75K","-1.83%"
"05/02/2024","18.67","17.10","18.67","16.91","1.10M","9.13%"
"05/01/2024","17.10","16.34","17.19","15.61","485.26K","4.59%"
"04/30/2024","16.35","17.86","18.36","16.35","4.22M","-8.33%"
"04/29/2024","17.84","17.83","17.93","17.12","1.51M","0.00%"
"04/28/2024","17.84","18.75","18.88","17.47","531.80K","-4.46%"
"04/24/2024","18.67","18.67","18.77","17.91","869.40K","0.00%"
"04/23/2024","18.67","19.17","19.57","18.67","419.18K","-2.60%"
"04/22/2024","19.17","19.65","19.69","19.17","485.46K","-2.46%"
"04/21/2024","19.65","19.32","19.98","19.41","751.27K","1.73%"
"04/18/2024","19.32","19.89","20.25","18.96","3.00M","-2.88%"
"04/17/2024","19.89","19.45","20.32","19.48","3.53M","2.25%"
"04/16/2024","19.45","19.50","19.88","19.41","1.27M","-0.23%"
"04/15/2024","19.50","19.62","20.07","19.40","2.64M","-0.61%"
"04/08/2024","19.62","19.53","19.74","19.33","270.13K","0.46%"
"04/07/2024","19.53","19.70","20.07","19.53","472.34K","-0.87%"
"04/04/2024","19.70","19.10","19.77","19.25","1.28M","3.11%"
"04/03/2024","19.10","19.77","19.95","19.04","2.03M","-3.38%"
"04/02/2024","19.77","19.57","20.07","19.55","1.47M","1.03%"
"04/01/2024","19.57","18.85","20.81","18.97","1.21M","3.82%"
"03/31/2024","18.85","20.07","20.25","18.85","259.53K","-6.07%"
"03/28/2024","20.07","20.14","20.30","19.87","1.03M","-0.37%"
"03/27/2024","20.14","20.44","20.37","19.98","1.45M","-1.45%"
"03/26/2024","20.44","20.73","20.96","20.07","1.92M","-1.40%"
"03/25/2024","20.73","20.21","20.81","19.85","699.59K","2.57%"
"03/24/2024","20.21","19.85","20.66","19.88","238.42K","1.80%"
"03/21/2024","19.85","19.78","20.11","19.33","1.12M","0.38%"
"03/20/2024","19.78","19.56","20.43","19.58","7.47M","1.10%"
"03/19/2024","19.56","19.77","20.07","19.39","3.06M","-1.05%"
"03/18/2024","19.77","20.81","20.81","19.13","3.01M","-5.00%"
"03/17/2024","20.81","21.92","22.26","20.81","1.01M","-5.05%"
"03/14/2024","21.92","21.93","22.45","20.52","4.91M","-0.03%"
"03/13/2024","21.93","23.64","23.79","21.93","3.03M","-7.23%"
"03/12/2024","23.64","25.21","25.53","23.64","1.76M","-6.22%"
"03/11/2024","25.21","25.86","25.86","25.20","4.96M","-2.53%"
"03/10/2024","25.86","26.39","26.76","25.57","1.65M","-2.00%"
"03/07/2024","26.39","26.75","26.75","25.35","869.35K","-1.36%"
"03/06/2024","26.75","25.72","26.76","24.78","2.56M","4.02%"
"03/05/2024","25.72","25.88","26.75","25.50","1.09M","-0.60%"
"03/04/2024","25.88","26.25","27.58","25.65","2.39M","-1.42%"
"03/03/2024","26.25","26.89","26.83","25.76","525.74K","-2.38%"
"02/29/2024","26.89","25.20","26.89","23.64","1.75M","6.70%"
"02/28/2024","25.20","25.30","26.02","24.91","672.28K","-0.38%"
"02/27/2024","25.30","26.21","27.09","25.30","1.35M","-3.49%"
"02/26/2024","26.21","24.53","26.46","24.16","1.92M","6.85%"
"02/25/2024","24.53","25.46","26.39","23.16","3.86M","-3.65%"
"02/22/2024","25.46","24.53","25.49","24.46","2.87M","3.79%"
"02/21/2024","24.53","24.11","24.54","23.44","2.92M","1.73%"
"02/20/2024","24.11","23.91","24.34","23.82","1.21M","0.87%"
"02/19/2024","23.91","23.79","24.08","23.70","787.58K","0.50%"
"02/18/2024","23.79","23.97","24.38","23.57","1.59M","-0.78%"
"02/15/2024","23.97","23.82","24.27","23.79","1.96M","0.62%"
"02/14/2024","23.82","23.79","24.53","23.66","1.13M","0.16%"
"02/13/2024","23.79","23.41","24.16","23.41","3.76M","1.59%"
"02/12/2024","23.41","23.94","24.41","23.41","1.24M","-2.17%"
"02/11/2024","23.94","24.11","24.51","23.79","1.13M","-0.74%"
"02/08/2024","24.11","23.33","24.14","23.19","2.04M","3.35%"
"02/07/2024","23.33","23.04","23.74","23.21","1.30M","1.26%"
"02/06/2024","23.04","24.08","24.23","22.48","15.38M","-4.32%"
"02/05/2024","24.08","24.23","24.89","23.79","3.43M","-0.61%"
"02/04/2024","24.23","24.16","25.42","23.04","2.29M","0.31%"
"02/01/2024","24.16","24.72","25.50","21.63","5.13M","-2.26%"
"01/31/2024","24.72","27.64","27.64","24.72","4.38M","-10.62%"
"01/30/2024","27.65","26.48","27.87","26.02","1.93M","4.58%"
"01/29/2024","26.44","27.50","28.59","26.02","2.21M","-2.68%"
"01/28/2024","27.17","26.09","29.73","25.54","3.56M","4.43%"
"01/24/2024","26.02","25.79","26.02","25.09","2.09M","1.42%"
"01/23/2024","25.65","26.95","27.50","25.65","1.95M","-4.93%"
"01/22/2024","26.98","27.61","27.61","26.76","1.38M","-1.28%"
"01/21/2024","27.33","25.08","28.25","24.90","1.22M","9.05%"
"01/18/2024","25.07","25.98","25.98","24.98","1.99M","-1.98%"
"01/17/2024","25.57","25.65","26.02","25.12","1.56M","-0.12%"
"01/16/2024","25.60","24.16","26.76","24.16","2.98M","5.97%"
"01/15/2024","24.16","23.04","24.49","22.74","2.36M","4.84%"
"01/14/2024","23.04","22.40","23.15","22.30","1.27M","2.75%"
"01/11/2024","22.43","22.60","22.87","22.05","1.52M","-0.26%"
"01/10/2024","22.49","22.97","23.26","22.30","1.66M","-2.20%"
"01/09/2024","22.99","22.46","23.41","22.46","1.61M","2.76%"
"01/08/2024","22.37","22.60","23.04","22.30","2.34M","-0.66%"
"01/04/2024","22.52","23.17","23.41","22.49","1.78M","-2.32%"
"01/03/2024","23.06","23.34","23.79","22.89","2.19M","0.06%"
"01/02/2024","23.04","21.33","23.04","21.11","4.29M","9.15%"
