"Date","Price","Open","High","Low","Vol.","Change %"
"06/26/2024","69.05","68.18","69.09","67.91","4.66M","1.61%"
"06/25/2024","67.95","67.75","68.71","67.64","4.73M","0.31%"
"06/24/2024","67.75","67.88","68.76","67.57","3.58M","-0.20%"
"06/23/2024","67.88","68.18","68.45","67.55","1.99M","0.91%"
"06/13/2024","67.27","67.27","68.55","67.27","5.87M","0.00%"
"06/12/2024","67.27","66.91","68.63","66.91","2.12M","0.67%"
"06/11/2024","66.83","67.63","68.08","66.65","2.68M","-0.26%"
"06/10/2024","67.00","66.37","67.72","66.36","2.85M","0.93%"
"06/09/2024","66.38","68.30","68.60","66.38","2.43M","-2.81%"
"06/06/2024","68.30","68.09","69.09","67.75","3.47M","-0.70%"
"06/05/2024","68.78","69.20","70.22","68.66","2.85M","-0.58%"
"06/04/2024","69.18","69.99","70.91","69.14","5.02M","-0.55%"
"06/03/2024","69.56","70.91","70.91","69.09","3.61M","-1.48%"
"06/02/2024","70.61","70.91","71.09","70.20","2.51M","-0.68%"
"05/30/2024","71.09","69.60","71.09","66.37","18.98M","2.16%"
"05/29/2024","69.59","69.82","70.44","69.37","1.92M","-0.21%"
"05/28/2024","69.74","69.55","71.09","68.27","3.68M","0.27%"
"05/27/2024","69.55","70.00","70.45","69.41","312.82K","-0.65%"
"05/26/2024","70.00","69.10","70.45","69.10","469.08K","1.32%"
"05/23/2024","69.09","69.59","70.23","69.09","3.84M","-0.64%"
"05/22/2024","69.54","69.46","69.95","68.23","3.40M","0.10%"
"05/21/2024","69.46","69.73","70.27","69.27","2.40M","0.17%"
"05/20/2024","69.35","69.10","70.54","69.06","3.63M","0.41%"
"05/19/2024","69.06","68.45","69.45","68.00","2.59M","1.14%"
"05/16/2024","68.28","68.13","69.32","67.73","4.27M","0.82%"
"05/15/2024","67.73","68.18","68.61","66.73","2.68M","-0.67%"
"05/14/2024","68.18","67.73","68.77","67.54","2.47M","1.04%"
"05/13/2024","67.48","66.55","68.18","66.55","4.59M","1.96%"
"05/12/2024","66.18","67.23","67.64","66.09","1.41M","-0.71%"
"05/09/2024","66.65","66.36","68.01","66.35","3.19M","0.29%"
"05/08/2024","66.46","70.00","70.00","66.14","6.00M","-5.01%"
"05/07/2024","69.97","66.60","69.97","66.18","3.16M","5.12%"
"05/02/2024","66.56","66.65","68.18","66.31","2.80M","0.29%"
"05/01/2024","66.37","65.36","67.73","65.09","3.62M","1.54%"
"04/30/2024","65.36","68.18","68.91","65.00","5.20M","-4.13%"
"04/29/2024","68.18","64.55","68.18","64.36","4.69M","6.13%"
"04/28/2024","64.25","67.50","68.64","64.09","2.30M","-4.76%"
"04/24/2024","67.45","70.48","71.27","67.18","3.70M","-4.30%"
"04/23/2024","70.48","73.77","74.09","70.36","6.92M","-4.46%"
"04/22/2024","73.77","73.77","75.00","73.77","8.12M","0.00%"
"04/21/2024","73.77","72.73","74.64","73.45","1.08M","1.44%"
"04/18/2024","72.73","74.64","76.55","72.73","5.70M","-2.56%"
"04/17/2024","74.64","74.55","75.45","74.30","2.16M","0.12%"
"04/16/2024","74.55","75.02","75.90","74.55","2.55M","-0.63%"
"04/15/2024","75.02","72.78","76.36","73.00","7.02M","3.07%"
"04/08/2024","72.78","72.73","74.18","72.74","2.89M","0.07%"
"04/07/2024","72.73","73.86","74.82","72.66","1.73M","-1.54%"
"04/04/2024","73.86","72.90","74.55","72.91","4.91M","1.32%"
"04/03/2024","72.90","72.73","73.63","72.05","4.50M","0.24%"
"04/02/2024","72.73","74.55","75.00","72.73","5.77M","-2.44%"
"04/01/2024","74.55","69.98","74.55","70.15","2.01M","6.52%"
"03/31/2024","69.98","72.73","73.40","68.18","2.25M","-3.77%"
"03/28/2024","72.73","75.02","75.36","72.73","3.19M","-3.05%"
"03/27/2024","75.02","76.27","76.26","73.59","5.75M","-1.64%"
"03/26/2024","76.27","77.27","78.26","76.27","3.04M","-1.29%"
"03/25/2024","77.27","77.09","77.53","76.38","3.10M","0.24%"
"03/24/2024","77.09","77.09","77.86","77.03","1.30M","0.00%"
"03/21/2024","77.09","77.45","78.18","77.05","4.37M","-0.46%"
"03/20/2024","77.45","77.55","78.91","77.00","3.63M","-0.13%"
"03/19/2024","77.55","80.45","80.41","77.27","6.16M","-3.62%"
"03/18/2024","80.45","83.32","83.64","80.30","7.93M","-3.44%"
"03/17/2024","83.32","81.82","84.73","82.73","2.09M","1.83%"
"03/14/2024","81.82","79.64","83.45","77.31","9.09M","2.74%"
"03/13/2024","79.64","85.46","85.45","78.20","7.08M","-6.82%"
"03/12/2024","85.46","87.73","86.36","82.28","17.30M","-2.58%"
"03/11/2024","87.73","80.59","88.64","80.68","19.46M","8.86%"
"03/10/2024","80.59","75.45","81.27","77.27","6.02M","6.81%"
"03/07/2024","75.45","68.91","75.68","69.27","21.54M","9.50%"
"03/06/2024","68.91","69.09","75.91","68.36","22.41M","-0.26%"
"03/05/2024","69.09","67.74","69.09","66.74","20.01M","2.00%"
"03/04/2024","67.74","64.78","69.00","64.78","8.43M","4.56%"
"03/03/2024","64.78","66.45","65.91","63.64","2.90M","-2.52%"
"02/29/2024","66.45","67.26","68.17","66.14","5.75M","-1.20%"
"02/28/2024","67.26","67.99","69.09","67.01","5.12M","-1.07%"
"02/27/2024","67.99","67.73","68.27","66.55","8.67M","0.39%"
"02/26/2024","67.73","66.36","70.00","66.01","12.00M","2.05%"
"02/25/2024","66.36","73.59","69.09","64.55","9.39M","-9.82%"
"02/22/2024","73.59","73.20","73.90","73.00","5.16M","0.53%"
"02/21/2024","73.20","73.64","74.36","72.79","3.77M","-0.59%"
"02/20/2024","73.64","75.00","75.00","73.41","13.25M","-1.82%"
"02/19/2024","75.00","73.94","75.82","73.91","8.15M","1.44%"
"02/18/2024","73.94","73.64","74.43","73.56","1.78M","0.41%"
"02/15/2024","73.64","74.54","74.77","73.45","4.39M","-1.21%"
"02/14/2024","74.54","73.69","74.91","73.21","3.64M","1.15%"
"02/13/2024","73.69","75.56","75.45","72.75","22.50M","-2.48%"
"02/12/2024","75.56","72.32","76.82","71.59","8.96M","4.49%"
"02/11/2024","72.32","73.17","73.18","70.93","1.79M","-1.17%"
"02/08/2024","73.17","70.55","73.86","70.55","5.90M","3.72%"
"02/07/2024","70.55","67.29","72.72","67.82","12.03M","4.84%"
"02/06/2024","67.29","70.82","71.35","66.85","16.11M","-4.98%"
"02/05/2024","70.82","73.76","74.08","70.09","7.69M","-3.99%"
"02/04/2024","73.76","77.27","77.72","72.73","4.35M","-4.54%"
"02/01/2024","77.27","80.09","79.95","75.00","6.44M","-3.52%"
"01/31/2024","80.09","80.91","86.80","78.18","18.11M","-1.01%"
"01/30/2024","80.91","76.36","81.36","75.09","14.75M","5.95%"
"01/29/2024","76.36","70.46","76.36","70.45","18.66M","8.53%"
"01/28/2024","70.36","69.05","70.36","68.96","5.27M","2.39%"
"01/24/2024","68.72","70.00","70.23","68.69","10.68M","-1.83%"
"01/23/2024","70.00","70.00","70.81","69.08","15.72M","0.00%"
"01/22/2024","70.00","68.18","70.06","68.18","13.08M","2.80%"
"01/21/2024","68.09","68.54","68.61","67.82","2.68M","-0.58%"
"01/18/2024","68.49","68.30","69.08","68.30","5.97M","0.33%"
"01/17/2024","68.26","69.59","69.73","68.26","9.25M","-1.83%"
"01/16/2024","69.54","69.09","69.55","68.37","13.93M","1.18%"
"01/15/2024","68.73","67.77","69.14","67.77","12.92M","1.94%"
"01/14/2024","67.42","67.27","67.64","66.92","2.82M","0.47%"
"01/11/2024","67.10","66.83","67.26","66.69","4.74M","0.63%"
"01/10/2024","66.68","67.91","68.00","66.68","4.68M","-1.77%"
"01/09/2024","67.88","67.99","68.35","67.43","7.99M","-0.11%"
"01/08/2024","67.95","68.18","68.64","67.27","5.01M","-0.33%"
"01/04/2024","68.18","67.27","68.35","67.09","9.45M","1.49%"
"01/03/2024","67.18","68.17","68.27","66.93","4.06M","-1.32%"
"01/02/2024","68.08","66.05","68.09","65.86","8.61M","3.08%"
